"CODIGOCONTRATO","NOMBRE_TIPOREGISTRO","CODIGO_ESPECIALIDAD","NOMBRE_ESPECIALIDAD","CODIGO_CATEGORIA","NOMBRE_CATEGORIA"
205634,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
201011,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
201011,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
201011,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
197890,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
200578,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
200578,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
200578,"Contratista O. Menores","22 O.M.","Revestimientos de Canales","A a S","A Superior"
207851,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
204905,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
206145,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
206145,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
205963,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
205963,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
207155,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A","A"
207155,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","A","A"
207155,"Contratista O. Menores","17 O.M.","Estructuras Metálicas y de Calderería","A","A"
208336,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
208336,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
199666,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
206787,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
199666,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","A a S","A Superior"
204889,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
204889,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
208531,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
203549,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
203549,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
205164,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
207967,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
205164,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
205164,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
206638,"Otro Registro","0","Sin Especialidad","no existe","no existe"
208930,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
189293,"Consultor","4.1.","Estructuras","2da","Segunda"
199997,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
189293,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
209001,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
204883,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
201102,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","2da","Segunda"
206179,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
207936,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
209415,"Otro Registro","0","Sin Especialidad","no existe","no existe"
209417,"Otro Registro","0","Sin Especialidad","no existe","no existe"
200070,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A a S","A Superior"
207937,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
204102,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","2da","Segunda"
207932,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
209695,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
209696,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
207966,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
208877,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","2da","Segunda"
211125,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
210878,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
208825,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
208825,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
197238,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
197238,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
197238,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
197238,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
197238,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","A a S","A Superior"
209557,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
210065,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
210161,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
210161,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
209580,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
200615,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
200615,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A a S","A Superior"
211120,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
203220,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
203220,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
211251,"Sin Registro","0","Sin Especialidad","no existe","no existe"
211250,"Sin Registro","0","Sin Especialidad","no existe","no existe"
211130,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
208547,"Consultor","4.3.","Obras Hidraulicas y de Riego","2da","Segunda"
208547,"Consultor","4.8.","Obras Sanitarias","2da","Segunda"
208759,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
208759,"Consultor","2.1.","Estudios Administrativos","2da","Segunda"
208759,"Consultor","5.4.","Telecomunicaciones y Electronica","2da","Segunda"
208759,"Consultor","6.1.","Obras de Arquitectura","2da","Segunda"
208759,"Consultor","6.2.","Calculo Estructural de Edificios","2da","Segunda"
225542,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
227270,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
225420,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
225420,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
233172,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
234133,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
236041,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
227691,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
227691,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
227691,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","2da","Segunda"
246305,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
246305,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
246305,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
248939,"Consultor","7.2.","Obras Hidraulicas,  de Riego y Sanitarias","1a S","Primera Superior"
251356,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
236937,"Sin Registro","0","Sin Especialidad","no existe","no existe"
248629,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
248629,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","B","B"
248626,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
248626,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
246843,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","3era B","Tercera B"
246843,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
257113,"Sin Registro","0","Sin Especialidad","no existe","no existe"
248390,"Sin Registro","0","Sin Especialidad","no existe","no existe"
254839,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
254839,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
257469,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
257469,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
258053,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
258448,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
213861,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
213861,"Consultor","6.1.","Obras de Arquitectura","2da","Segunda"
213861,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
263476,"Consultor","3.1.","Mecanica de Suelos y de Rocas","2da","Segunda"
263476,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
257768,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
257768,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
263262,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
221942,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
216648,"Sin Registro","0","Sin Especialidad","no existe","no existe"
222576,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
223963,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
225284,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
222566,"Sin Registro","0","Sin Especialidad","no existe","no existe"
225976,"Contratista O. Menores","13 O.M.","Instalaciones Eléctricas","A","A"
213214,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
213214,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
224609,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
226200,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
217056,"Contratista O. Mayores","3 O.C.","Pavimentos","3","Tercera"
226927,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
224860,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
226927,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
224860,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
220511,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
225301,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
220511,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
231998,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
231998,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
231345,"Contratista O. Mayores","11 O.C.","Enrocados Marítimos","3era A","Tercera A"
231345,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era A","Tercera A"
231341,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
237518,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
237518,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
231821,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
223175,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
231817,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
232445,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
223175,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","2da","Segunda"
248459,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
225668,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
232883,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
248368,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
232883,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
257247,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
253582,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
257247,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
257247,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A","A"
259040,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
236149,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3","Tercera"
236149,"Contratista O. Mayores","3 O.C.","Pavimentos","3","Tercera"
254684,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
259040,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
259132,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
259132,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
259832,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
260998,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
254196,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
254196,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
209471,"Consultor","3.3.","Geomensura y Topografia","1a S","Primera Superior"
209471,"Consultor","3.5.","Modelos Hidraulicos","1a S","Primera Superior"
260999,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
262001,"Sin Registro","0","Sin Especialidad","no existe","no existe"
263067,"Sin Registro","0","Sin Especialidad","no existe","no existe"
223476,"Contratista O. Mayores","4 O.C.","Obras de Hinca de Pilotaje y Tablestacas Marítimas","3era B","Tercera B"
220360,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
220360,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
223138,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
223138,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
223579,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
221758,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
221665,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
221665,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
221732,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","A","A"
224957,"Sin Registro","0","Sin Especialidad","no existe","no existe"
224958,"Sin Registro","0","Sin Especialidad","no existe","no existe"
225477,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
226630,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
222389,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
216370,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
224874,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
225477,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
235260,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
227233,"Consultor","4.7.","Grandes Presas","1a S","Primera Superior"
228969,"Consultor","6.1.","Obras de Arquitectura","3era","Tercera"
227233,"Consultor","4.3.","Obras Hidraulicas y de Riego","1a S","Primera Superior"
227233,"Consultor","9.1.","Estudios de Impacto Ambiental (E.I.A.)","1a S","Primera Superior"
236606,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
236262,"Sin Registro","0","Sin Especialidad","no existe","no existe"
249087,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
219163,"Sin Registro","0","Sin Especialidad","no existe","no existe"
249087,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
180519,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
180519,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
180538,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
149145,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
149145,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
158561,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
158561,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
